x,y
58.14697406340058,232.7492795389049
598.425,144.53214285714284
132.00808625336927,692.6307277628032
855.6224627875507,416.98240866035184
36.73150684931507,68.07123287671233
867.2044943820225,855.1955056179776
789.6383928571429,581.1785714285714
882.6137479541735,697.9410801963993
958.687356321839,815.4643678160919
897.1843971631206,823.9858156028369
586.5985748218527,783.1282660332541
157.73848439821694,321.16790490341754
26.20679012345679,323.75308641975306
627.4509345794393,618.8271028037383
763.9253012048192,887.1373493975904
106.83175803402646,795.5708884688091
968.483950617284,674.9358024691358
408.07450980392156,555.5039215686274
953.0325670498084,625.1111111111111
122.56237218813907,999.9815950920246
607.4800995024875,396.55223880597015
822.2177419354839,862.8521505376344
451.8029315960912,284.0684039087948
570.664167916042,452.1769115442279
649.8021680216802,771.439024390244
461.6181434599156,418.0675105485232
729.14,708.7421052631579
734.795744680851,183.6595744680851
273.853228962818,863.06457925636
237.32835820895522,59.80223880597015
117.83371298405467,833.9088838268792
317.01666666666665,359.03055555555557
785.6407506702412,646.0187667560322
169.67224880382776,902.6435406698564
771.2417582417582,918.7582417582418
38.03896103896104,137.37662337662337
672.9244186046511,767.703488372093
825.3871794871795,923.3205128205128
710.45197740113,494.76553672316385
453.2592121982211,588.4726810673443
251.1903846153846,828.3115384615385
759.7408759124088,381.7810218978102
692.4087237479806,403.93699515347333
649.8602409638554,962.7325301204819
780.9357072205737,157.7408506429278
495.1011235955056,562.938202247191
666.0820105820105,344.1825396825397
30.018306636155607,428.25400457665904
255.3858024691358,989.4413580246913
421.5652173913044,372.3420289855072
707.089430894309,975.5149051490515
265.3636363636364,213.74675324675326
331.46288209606985,216.372634643377
446.87550744248983,508.69959404600814
856.5595026642984,745.3641207815275
60.66301369863014,389.5123287671233
947.4681181959564,786.8102643856921
417.2568181818182,397.6159090909091
396.85663082437276,681.8673835125448
411.61290322580646,318.4301075268817
296.91975308641975,227.94444444444446
829.7805907172996,461.0506329113924
114.47466666666666,864.6826666666667
752.4347826086956,771.1108695652174
730.8861607142857,941.8303571428571
206.36305732484075,121.26326963906581
462.7473867595819,469.8867595818815
311.91150442477874,754.2625368731564
1016.4418604651163,656.9418604651163
83.92722371967655,846.1428571428571
117.88857938718662,719.4707520891365
485.53125,224.625
59.38481012658228,482.38227848101263
28.816849816849818,870.1465201465202
985.6338912133891,828.1799163179917
538.8929663608562,522.7798165137615
144.6135770234987,233.8355091383812
657.32,412.104
407.69954128440367,605.4243119266055
811.3313069908814,481.2705167173252
979.35,725.35
344.8754266211604,629.5529010238907
92.31238447319778,929.1719038817006
84.11934156378601,555.6502057613169
412.2359081419624,194.57620041753654
448.10858585858585,617.3017676767677
182.5253164556962,213.68354430379748
699.1717451523546,747.5678670360111
777.5868945868946,617.7777777777778
57.102827763496144,862.7377892030848
445.0374639769452,381.1066282420749
299.1449275362319,392.8611111111111
563.3094262295082,512.139344262295
