x,y
861.5031055900621,19.91304347826087
757.7449856733524,204.9169054441261
90.11538461538461,881.3034188034188
997.3,108.50555555555556
848.4124513618677,770.5564202334631
957.4972067039106,344.74301675977654
470.02797202797206,429.3251748251748
624.7788819875776,693.1192546583851
394.0199004975124,87.80597014925372
503.06976744186045,782.3604651162791
734.8735632183908,678.8505747126437
226.68906720160481,114.71414242728184
899.6924050632912,397.2848101265823
759.2996515679442,101.7595818815331
362.435817805383,483.48447204968943
371.7546875,646.53125
340.38028169014086,280.19483568075117
270.0861788617886,37.19674796747967
206.86369958275384,465.1029207232267
387.911704312115,10.314168377823409
496.2956989247312,123.38440860215054
593.8943661971831,344.46948356807513
975.0393603936039,499.0627306273063
695.5268065268066,36.77855477855478
680.6276276276276,514.03003003003
57.404761904761905,275.1037414965986
886.8239202657808,1004.1445182724252
455.0248344370861,673.4668874172186
591.942084942085,156.14800514800515
910.0778625954199,313.9709923664122
690.0656779661017,187.75423728813558
450.5703125,5.984375
605.7312775330397,408.726872246696
560.0945054945055,124.04615384615384
522.8727272727273,839.0533333333333
360.4727272727273,344.7402597402597
77.79331941544885,21.379958246346554
982.4830970556161,191.46346782988005
595.1338582677165,209.51049868766404
461.7137970353478,331.2417331812999
564.1076388888889,434.5963541666667
952.574074074074,256.6164021164021
445.64308681672026,92.89710610932475
357.288056206089,404.07025761124123
701.8962108731466,307.30807248764415
152.06511627906977,360.28837209302327
345.3377049180328,46.33114754098361
63.73360655737705,313.62909836065575
685.0968421052631,379.76
680.296803652968,354.9474885844749
81.9706498951782,61.78616352201258
243.46783625730995,149.06432748538012
787.814696485623,158.43769968051117
609.8142340168878,98.87696019300361
679.3939393939394,130.6929292929293
442.75,946.4208333333333
229.05208333333334,49.298611111111114
41.61224489795919,147.77551020408163
586.7516339869281,751.7058823529412
343.56175298804783,563.7290836653386
976.0879396984925,1013.9371859296482
918.9865900383141,230.772030651341
253.9106830122592,679.1155866900175
815.1524163568773,366.79553903345726
3.8729281767955803,264.1933701657459
34.507246376811594,77.1304347826087
869.0440340909091,358.21590909090907
683.7544204322201,552.7111984282908
497.8660436137072,182.70093457943926
692.8231292517007,710.4512471655329
830.4045801526718,14.03969465648855
872.6325757575758,135.00378787878788
1008.5439882697947,227.4457478005865
193.67495854063017,345.30016583747926
63.93129770992366,152.05343511450383
958.9435483870968,389.9717741935484
497.8220551378446,867.5914786967419
497.36326530612246,92.4938775510204
831.8584269662921,245.85393258426967
874.2203856749311,452.1597796143251
219.89972899728997,228.08672086720867
91.69722814498934,124.87420042643923
706.6732673267327,530.8158415841584
940.0589318600369,189.1657458563536
972.8346094946402,231.22970903522204
716.6410256410256,944.6263736263736
675.0517560073937,333.2994454713494
109.86996336996337,311.1098901098901
515.6421319796955,985.3172588832488
175.10688836104512,217.67339667458432
127.01750547045953,342.8074398249453
800.5800970873786,337.44174757281553
208.84858044164037,154.74447949526814
661.5261437908497,1005.375816993464
197.4876404494382,236.40224719101124
941.9358178053831,426.1407867494824
650.820987654321,223.2366255144033
485.7201166180758,23.285714285714285
485.9727272727273,685.2636363636364
207.15803814713897,199.42234332425068
669.2355889724311,158.77944862155388
534.433607520564,150.68037602820212
176.0745856353591,45.23618784530387
900.7328571428571,193.06571428571428
176.981684981685,291.13553113553115
496.5812182741117,61.16878172588832
405.3819095477387,35.1892797319933
914.1909090909091,815.1727272727272
582.7310924369748,57.857142857142854
938.3520249221184,162.23052959501558
119.09677419354838,115.76774193548387
477.167701863354,370.9761904761905
516.6464826357969,267.8441674087266
411.19703215169005,393.4682605111294
207.92183908045976,286.75402298850577
710.1056179775281,839.0966292134832
458.4967320261438,284.6372549019608
9.137044967880085,415.28265524625266
940.6314496314496,106.03439803439804
151.1958041958042,254.15034965034965
598.9642346208869,702.2689556509299
909.7515923566879,3.4076433121019107
902.4606060606061,357.93939393939394
241.79931972789115,80.31972789115646
4.680628272251309,88.65968586387434
623.9492656875834,169.1989319092123
671.869340232859,775.7761966364812
229.52380952380952,24.19254658385093
692.1149674620391,1009.1475054229935
636.1802325581396,650.4089147286821
941.0045248868778,276.7692307692308
128.57563850687623,254.63654223968567
972.2068181818182,269.70681818181816
161.65750528541227,131.830866807611
563.7325102880659,253.679012345679
502.88640595903166,377.2737430167598
748.3940520446097,185.65799256505576
441.6846652267819,333.90928725701946
388.8606557377049,492.5409836065574
739.3351800554017,879.01108033241
649.0495495495495,180.22972972972974
99.70297029702971,79.91089108910892
105.68681318681318,346.1758241758242
97.62052505966587,385.3603818615752
88.37037037037037,43.674897119341566
636.4615384615385,242.01672240802677
882.4354838709677,413.26612903225805
863.7700729927008,257.80839416058393
671.0145454545454,272.34909090909093
869.049645390071,286.4450354609929
245.9379474940334,294.26252983293557
894.9822834645669,283.84448818897636
222.632,327.14933333333335
684.6273764258555,677.3574144486691
197.1058394160584,249.55474452554745
446.2684268426843,412.4741474147415
720.5182679296346,858.1515561569689
461.8208092485549,59.533236994219656
92.2536997885835,247.3446088794926
160.31884057971016,13.819875776397515
479.093201754386,256.4407894736842
658.9105058365759,706.817120622568
642.3333333333334,661.6666666666666
681.6303317535545,795.2061611374407
734.3769968051118,288.94249201277955
965.1044776119403,166.455223880597
179.0718085106383,99.75531914893617
363.1622807017544,195.97368421052633
920.1737588652483,144.86170212765958
813.7823033707865,228.3005617977528
375.314606741573,87.72134831460674
294.3435114503817,337.44427480916033
410.2581818181818,119.96
507.2957317073171,303.5701219512195
396.5890410958904,349.93150684931504
869.7466666666667,1.44
687.5405405405405,218.9189189189189
146.04420731707316,451.0685975609756
302.5506329113924,322.4177215189873
815.1014492753624,528.0507246376811
1019.8243243243244,351.18918918918916
548.7572944297082,61.79840848806366
223.86501377410468,297.42424242424244
56.50735294117647,186.88970588235293
429.02699386503065,87.29079754601227
895.7607843137255,15.525490196078431
180.16,331.8177777777778
446.6821705426357,155.60852713178295
146.28125,408.453125
287.3873517786561,525.7114624505929
994.1348314606741,145.01123595505618
468.22,695.96
865.9953703703703,1015.5231481481482
774.4655172413793,933.6379310344828
466.01525423728816,237.88813559322034
562.5945945945946,413.2581081081081
6.608108108108108,123.30743243243244
396.7708333333333,62.854166666666664
54.7344398340249,243.8298755186722
651.7173913043479,122.00869565217391
35.059288537549406,66.97233201581028
932.063063063063,133.52252252252254
272.7964912280702,1018.4456140350877
899.1261425959781,173.74588665447897
1021.3108108108108,212.72972972972974
772.1446700507614,876.0837563451777
446.69058295964123,362.7578475336323
158.06021505376344,525.4817204301075
122.85057471264368,826.4367816091954
946.0833333333334,195.72916666666666
629.2139037433155,436.90909090909093
722.7857142857143,463.32738095238096
37.27407407407407,48.06666666666667
908.4659340659341,164.01538461538462
653.9105431309904,632.779552715655
