x,y
129.22610722610722,227.3123543123543
428.3378378378378,536.4527027027027
134.83417085427135,308.25460636515913
398.01522842639594,348.8037225042301
898.6051948051949,308.8753246753247
271.11633986928103,844.7045751633987
36.51092896174863,883.620218579235
371.04985337243403,387.6466275659824
90.31630170316302,573.632603406326
366.6539162112933,689.0418943533698
75.61749347258485,365.9477806788512
287.58870967741933,23.356854838709676
786.8936170212766,46.49645390070922
564.7744360902255,12.101503759398497
456.89644012944984,634.84142394822
269.90774487471526,538.6469248291572
418.5656108597285,486.56108597285066
605.9517426273459,464.16353887399464
177.8933823529412,225.15992647058823
948.6739130434783,117.8804347826087
429.79022403258654,876.1201629327902
543.4389857369255,714.7369255150554
79.94163424124514,444.25940337224387
612.3972602739726,581.3150684931506
180.14404761904763,725.7714285714286
166.3644859813084,289.3317757009346
83.20956719817768,249.0501138952164
342.2169491525424,405.39322033898304
10.784386617100372,348.9498141263941
321.14054054054054,120.89297297297297
309.5084337349398,288.60722891566263
100.90530846484936,948.8120516499282
291.85272459499265,245.0058910162003
287.40117130307465,467.97510980966325
419.50515463917526,662.2577319587629
488.4321608040201,24.894472361809044
535.2094972067039,35.614525139664806
283.44972067039106,951.3463687150838
546.9158878504672,656.3177570093458
246.66731898238748,267.42270058708414
585.0436781609195,59.37241379310345
771.6711956521739,242.42934782608697
536.685606060606,321.32575757575756
36.01081916537867,431.5054095826893
504.908,78.152
625.4622871046229,139.35766423357666
310.05,329.66341463414636
290.0489296636086,877.8042813455658
186.84066587395958,669.2092746730083
930.2610169491526,227.99322033898306
187.3903133903134,76.92022792022792
879.1197846567968,118.32974427994617
654.2031746031746,708.8984126984127
225.4751515151515,658.6206060606061
412.6732522796353,266.8662613981763
788.195020746888,162.44190871369295
532.4941176470588,381.14509803921567
673.9916666666667,112.65833333333333
162.2983193277311,39.069327731092436
610.9866666666667,741.2666666666667
58.46875,586.09765625
310.39884393063585,497.53757225433526
313.798418972332,366.60869565217394
748.811232449298,402.75351014040564
278.3284210526316,996.12
179.92821782178217,98.88366336633663
701.7225130890052,446.71204188481676
6.8635097493036215,636.1727019498608
505.80075187969925,734.9398496240601
106.63129973474801,474.920424403183
943.5173116089613,186.42158859470467
127.01652892561984,430.6349862258953
835.4602272727273,636.4318181818181
582.5644955300128,624.9910600255428
315.29947229551453,37.40765171503958
35.90442225392297,383.8345221112696
115.35014005602241,590.9299719887955
13.471774193548388,272.18548387096774
720.4377162629758,323.38581314878894
552.5194508009154,275.1441647597254
12.122727272727273,404.3340909090909
209.9137168141593,69.99115044247787
347.75665399239546,302.3365019011407
37.818363273453095,731.0459081836327
85.86150234741784,605.6150234741784
414.2734375,222.12946428571428
195.0828125,379.734375
860.8940809968848,51.97040498442367
283.32530120481925,497.2329317269076
581.8776978417267,717.7553956834532
298.1777777777778,752.9833333333333
365.43422584400463,271.3038416763679
446.48579545454544,464.92045454545456
449.5607843137255,903.721568627451
756.1573033707865,632.0224719101124
385.0343137254902,170.031045751634
13.184761904761904,579.4666666666667
1011.0419580419581,701.3846153846154
120.5,809.2529069767442
605.8329853862213,958.5636743215032
871.1819354838709,391.2774193548387
261.29796511627904,325.6046511627907
620.0681198910082,808.1044504995459
756.5964912280701,311.0175438596491
180.0,483.0228136882129
201.44542032622334,916.3751568381431
757.1493212669683,472.8340874811463
148.59818388195234,822.9409761634506
781.4775888717156,817.4389489953633
958.5755287009064,220.03021148036254
901.3395973154362,162.8469798657718
968.0513219284603,687.1959564541213
482.2994350282486,201.50282485875707
336.5986842105263,68.77138157894737
672.4319526627219,420.0073964497041
545.5100354191263,596.6576151121606
